rI,gI,bI,rT,gT,bT,rM,gM,bM
2,7,4,135,145,145,67.5,,
2,7,4,146,133,115,73,,
2,7,4,127,126,120,63.5,,
2,7,4,151,125,90,75.5,,
3,6,4,142,126,104,47.33333333,,
3,6,5,129,127,119,43,,
3,7,4,147,143,131,49,,
3,7,4,162,142,114,54,,
2,7,4,131,135,131,65.5,,
2,7,5,137,144,142,68.5,,
3,7,5,139,144,141,46.33333333,,
3,7,5,132,141,141,44,,
3,7,4,150,146,135,50,,
3,7,5,161,150,131,53.66666667,,
3,7,5,166,148,122,55.33333333,,
3,7,4,163,141,111,54.33333333,,
3,7,5,160,151,134,53.33333333,,
3,7,5,157,153,141,52.33333333,,
3,7,5,145,148,142,48.33333333,,
2,7,5,131,143,145,65.5,,
3,7,5,148,144,134,49.33333333,,
3,7,5,157,147,130,52.33333333,,
3,7,5,163,151,133,54.33333333,,
3,7,5,151,139,122,50.33333333,,
3,7,5,164,149,127,54.66666667,,
3,7,5,169,156,136,56.33333333,,
3,7,5,149,148,140,49.66666667,,
3,7,5,155,152,142,51.66666667,,
3,7,5,158,148,132,52.66666667,,
3,7,5,166,149,126,55.33333333,,
3,7,5,169,151,125,56.33333333,,
3,7,4,167,155,135,55.66666667,,
3,8,5,165,162,152,55,,
2,7,5,141,149,147,70.5,,
3,7,5,148,142,130,49.33333333,,
3,7,5,151,148,139,50.33333333,,
3,7,5,156,150,137,52,,
3,7,5,149,147,138,49.66666667,,
3,7,5,158,145,126,52.66666667,,
3,7,5,156,150,138,52,,
3,7,5,151,150,142,50.33333333,,
2,6,4,111,100,87,55.5,,
2,6,4,49,85,114,24.5,,
2,6,4,87,90,90,43.5,,
2,6,4,120,99,75,60,,
2,6,4,112,81,52,56,,
2,6,4,104,82,60,52,,
2,6,4,71,70,68,35.5,,
2,6,4,72,81,88,36,,
2,6,4,69,66,62,34.5,,
2,6,4,92,93,91,46,,
2,6,4,53,91,119,26.5,,
2,6,4,73,80,85,36.5,,
2,6,4,68,81,90,34,,
2,6,4,50,75,96,25,,
2,6,4,87,77,66,43.5,,
2,6,4,72,78,80,36,,
2,6,4,95,78,61,47.5,,
2,6,4,69,78,83,34.5,,
2,6,4,107,94,78,53.5,,
2,6,4,103,103,100,51.5,,
2,6,4,81,98,108,40.5,,
2,6,4,87,83,77,43.5,,
2,6,4,91,107,115,45.5,,
2,6,4,101,111,114,50.5,,
2,6,4,75,93,104,37.5,,
2,6,4,73,94,108,36.5,,
2,6,4,94,104,108,47,,
2,6,4,101,118,126,50.5,,
2,6,4,101,107,108,50.5,,
2,6,4,124,101,73,62,,
2,6,4,110,104,93,55,,
2,6,4,112,103,90,56,,
2,6,4,129,116,99,64.5,,
2,6,4,119,120,116,59.5,,
2,7,4,129,134,132,64.5,,
2,7,5,141,148,146,70.5,,
3,7,5,144,148,144,48,,
3,7,5,143,153,152,47.66666667,,
3,7,5,126,144,150,42,,
2,7,5,122,147,156,61,,
2,7,5,107,130,140,53.5,,
2,7,4,123,126,123,61.5,,
2,7,4,140,137,129,70,,
2,7,4,131,138,138,65.5,,
2,7,5,118,131,135,59,,
2,6,4,98,122,133,49,,
2,6,4,108,122,128,54,,
2,7,4,116,127,131,58,,
2,7,5,120,143,153,60,,
2,7,5,111,136,147,55.5,,
3,7,4,154,140,120,51.33333333,,
3,7,4,146,138,124,48.66666667,,
3,7,4,154,132,102,51.33333333,,
3,7,4,157,138,113,52.33333333,,
3,7,4,149,136,117,49.66666667,,
2,7,4,148,145,136,74,,
3,7,5,143,144,137,47.66666667,,
3,7,5,134,141,140,44.66666667,,
3,7,5,126,139,142,42,,
3,7,5,141,148,146,47,,
3,7,5,152,144,129,50.66666667,,
3,7,5,142,151,151,47.33333333,,
3,7,5,146,149,145,48.66666667,,
3,7,5,160,149,132,53.33333333,,
3,7,4,162,148,127,54,,
3,7,4,166,144,114,55.33333333,,
3,7,5,170,155,132,56.66666667,,
3,7,5,159,146,126,53,,
3,7,5,137,142,139,45.66666667,,
3,7,5,145,152,150,48.33333333,,
3,7,5,151,154,149,50.33333333,,
3,7,4,147,145,137,49,,
3,7,5,153,148,136,51,,
3,7,5,154,147,134,51.33333333,,
3,7,5,155,151,140,51.66666667,,
3,7,5,150,149,141,50,,
3,7,5,155,148,136,51.66666667,,
3,7,5,167,153,131,55.66666667,,
3,7,5,159,150,134,53,,
3,7,5,160,147,127,53.33333333,,
3,7,5,160,157,147,53.33333333,,
3,7,5,159,158,149,53,,
3,7,5,144,154,154,48,,
2,7,5,143,156,157,71.5,,
2,7,5,141,144,140,70.5,,
3,7,5,155,143,126,51.66666667,,
3,7,5,153,146,133,51,,
3,7,5,149,145,135,49.66666667,,
3,7,5,158,156,147,52.66666667,,
3,7,5,147,147,139,49,,
2,6,4,103,89,75,51.5,,
2,6,4,71,87,99,35.5,,
2,6,4,88,103,111,44,,
2,6,4,85,106,118,42.5,,
2,6,4,89,100,105,44.5,,
2,6,4,73,75,75,36.5,,
2,6,4,88,76,64,44,,
2,6,4,105,91,74,52.5,,
2,6,4,98,93,86,49,,
2,6,4,97,101,101,48.5,,
2,6,4,91,99,102,45.5,,
2,6,4,67,83,96,33.5,,
2,6,4,79,87,91,39.5,,
2,6,4,59,66,72,29.5,,
2,6,4,71,80,85,35.5,,
2,6,4,85,92,95,42.5,,
2,6,4,109,87,63,54.5,,
2,6,4,93,73,54,46.5,,
2,6,4,76,83,86,38,,
2,6,4,72,88,99,36,,
2,6,4,62,103,129,31,,
2,6,4,59,105,133,29.5,,
2,6,4,78,88,95,39,,
2,6,4,95,91,84,47.5,,
2,6,4,98,101,100,49,,
2,6,4,83,110,125,41.5,,
2,6,4,118,111,102,59,,
2,6,4,108,107,102,54,,
2,6,4,84,79,73,42,,
2,6,4,136,100,59,68,,
2,6,4,103,97,87,51.5,,
2,6,4,110,88,66,55,,
2,6,4,95,98,98,47.5,,
2,6,4,111,96,79,55.5,,
2,6,4,113,113,109,56.5,,
2,7,4,135,134,127,67.5,,
3,7,4,143,136,123,47.66666667,,
3,7,5,138,139,132,46,,
2,7,5,126,143,148,63,,
2,7,5,121,146,155,60.5,,
2,7,5,121,142,150,60.5,,
2,7,4,106,125,133,53,,
2,7,4,134,143,143,67,,
3,7,5,139,140,134,46.33333333,,
2,7,4,130,128,121,65,,
2,6,4,96,115,124,48,,
2,6,4,110,122,126,55,,
2,7,4,131,135,132,65.5,,
2,7,5,123,146,154,61.5,,
2,7,5,122,140,147,61,,
2,7,5,129,132,129,64.5,,
3,7,4,151,134,110,50.33333333,,
3,7,4,159,140,115,53,,
3,7,4,137,135,127,45.66666667,,
3,7,5,150,143,129,50,,
3,7,5,147,145,136,49,,
3,7,5,146,147,140,48.66666667,,
3,7,5,151,147,136,50.33333333,,
3,7,5,147,141,129,49,,
3,7,5,153,149,138,51,,
3,7,5,153,153,145,51,,
3,7,5,153,152,144,51,,
3,7,5,144,138,127,48,,
3,7,4,153,146,132,51,,
3,7,4,158,143,121,52.66666667,,
3,7,4,165,142,110,55,,
3,7,5,146,146,139,48.66666667,,
3,7,5,159,157,147,53,,
3,7,5,147,149,143,49,,
2,7,5,140,155,157,70,,
3,7,5,149,153,150,49.66666667,,
3,7,5,148,156,153,49.33333333,,
3,7,5,163,154,138,54.33333333,,
3,7,5,152,147,136,50.66666667,,
3,7,5,151,153,147,50.33333333,,
2,7,5,136,141,139,68,,
2,7,5,131,148,152,65.5,,
3,7,5,148,152,149,49.33333333,,
3,7,5,141,147,144,47,,
3,7,5,150,152,145,50,,
3,7,5,151,155,151,50.33333333,,
3,7,5,149,153,148,49.66666667,,
3,7,5,148,160,161,49.33333333,,
2,7,5,135,153,158,67.5,,
3,7,5,147,155,153,49,,
3,7,5,148,148,141,49.33333333,,
3,7,5,159,155,144,53,,
3,8,5,157,162,157,52.33333333,,
3,7,5,142,159,163,47.33333333,,
3,7,5,147,157,157,49,,
2,6,4,123,99,71,61.5,,
2,6,4,118,97,73,59,,
2,6,4,106,103,96,53,,
2,6,4,85,93,96,42.5,,
2,6,4,60,89,110,30,,
2,6,4,45,92,126,22.5,,
2,6,4,72,85,94,36,,
2,6,4,103,84,64,51.5,,
2,6,4,99,95,88,49.5,,
2,6,4,94,85,74,47,,
2,6,4,71,93,109,35.5,,
2,6,4,74,79,80,37,,
2,6,4,71,64,58,35.5,,
2,6,4,92,80,67,46,,
2,6,4,75,84,90,37.5,,
2,6,4,81,100,111,40.5,,
2,6,4,73,71,69,36.5,,
2,6,4,78,79,76,39,,
2,6,4,73,94,107,36.5,,
2,6,4,55,82,103,27.5,,
2,6,4,77,98,112,38.5,,
2,6,4,64,98,121,32,,
2,6,4,52,86,113,26,,
2,6,4,113,94,73,56.5,,
2,6,4,132,101,64,66,,
2,6,4,106,100,91,53,,
2,7,4,121,129,131,60.5,,
2,6,4,97,95,90,48.5,,
2,6,4,109,96,81,54.5,,
2,6,4,126,104,77,63,,
2,6,4,104,108,108,52,,
2,6,4,109,107,100,54.5,,
2,6,4,118,116,108,59,,
2,6,4,101,96,87,50.5,,
2,6,4,90,102,109,45,,
3,7,4,136,129,117,45.33333333,,
3,7,4,140,132,119,46.66666667,,
2,7,4,137,137,131,68.5,,
2,7,5,111,132,141,55.5,,
2,7,5,131,142,143,65.5,,
2,7,5,120,130,131,60,,
2,7,4,132,127,116,66,,
2,7,5,134,135,129,67,,
3,6,4,131,126,116,43.66666667,,
2,7,4,141,131,116,70.5,,
2,6,4,124,119,111,62,,
2,6,4,122,121,116,61,,
2,7,5,115,132,139,57.5,,
2,7,5,111,134,144,55.5,,
2,7,5,128,151,160,64,,
2,7,5,133,143,144,66.5,,
3,7,5,154,141,123,51.33333333,,
3,7,4,153,140,120,51,,
3,7,5,146,144,136,48.66666667,,
3,7,5,146,143,134,48.66666667,,
3,7,5,144,149,145,48,,
3,7,5,145,143,134,48.33333333,,
3,7,4,157,146,129,52.33333333,,
3,7,4,161,138,106,53.66666667,,
3,7,4,158,139,112,52.66666667,,
3,7,5,147,147,139,49,,
3,7,5,153,143,127,51,,
3,7,5,162,148,127,54,,
3,7,5,168,147,115,56,,
3,7,4,167,150,124,55.66666667,,
3,7,5,157,148,133,52.33333333,,
3,7,5,139,143,139,46.33333333,,
3,7,5,154,149,137,51.33333333,,
3,7,5,166,153,132,55.33333333,,
3,7,5,163,157,144,54.33333333,,
3,7,5,151,151,142,50.33333333,,
3,8,5,168,159,142,56,,
3,7,5,152,151,143,50.66666667,,
3,7,5,150,152,147,50,,
3,7,5,146,150,146,48.66666667,,
3,7,5,145,150,146,48.33333333,,
3,7,5,149,145,134,49.66666667,,
3,7,5,142,152,153,47.33333333,,
3,7,5,135,155,160,45,,
3,7,5,137,150,152,45.66666667,,
3,7,5,152,153,147,50.66666667,,
3,7,5,152,154,149,50.66666667,,
3,7,5,153,154,146,51,,
3,8,5,157,161,155,52.33333333,,
3,7,5,153,154,146,51,,
3,7,5,160,154,141,53.33333333,,
3,7,5,159,155,144,53,,
3,7,5,147,159,159,49,,
3,7,5,141,156,159,47,,
3,7,5,146,158,158,48.66666667,,
2,6,4,121,107,91,60.5,,
2,6,4,119,118,112,59.5,,
2,6,4,103,98,90,51.5,,
2,6,4,74,73,70,37,,
2,5,4,51,61,70,25.5,,
2,6,4,58,83,103,29,,
2,6,4,67,96,115,33.5,,
2,6,4,105,96,85,52.5,,
2,6,4,82,83,81,41,,
2,6,4,67,89,106,33.5,,
2,6,4,81,103,116,40.5,,
2,6,4,90,102,108,45,,
2,6,4,67,67,65,33.5,,
2,6,4,71,73,75,35.5,,
2,6,4,70,74,75,35,,
2,6,4,59,66,72,29.5,,
2,6,4,53,87,112,26.5,,
2,6,4,51,75,95,25.5,,
2,6,4,84,103,114,42,,
2,6,4,91,98,99,45.5,,
2,6,4,89,107,116,44.5,,
2,6,4,101,93,85,50.5,,
2,6,4,78,92,102,39,,
2,6,4,107,82,58,53.5,,
2,6,4,89,78,66,44.5,,
2,6,4,92,90,85,46,,
2,6,4,105,104,100,52.5,,
2,7,4,126,127,123,63,,
2,6,4,127,112,93,63.5,,
2,6,4,122,98,70,61,,
2,6,4,118,122,119,59,,
2,6,4,108,118,121,54,,
2,6,4,115,106,93,57.5,,
2,6,4,88,107,117,44,,
2,6,4,74,91,103,37,,
2,6,5,108,113,113,54,,
2,7,4,137,138,133,68.5,,
2,6,5,119,118,112,59.5,,
3,6,4,139,124,103,46.33333333,,
3,6,5,125,125,119,41.66666667,,
2,7,5,117,127,128,58.5,,
2,7,4,124,127,123,62,,
2,7,5,123,129,128,61.5,,
3,6,5,137,128,113,45.66666667,,
3,7,4,156,137,111,52,,
2,7,5,131,133,128,65.5,,
2,6,5,108,127,135,54,,
2,6,5,107,126,135,53.5,,
2,7,5,127,130,127,63.5,,
2,7,5,133,152,157,66.5,,
2,7,5,124,143,150,62,,
3,7,5,142,143,138,47.33333333,,
3,7,5,145,144,136,48.33333333,,
3,7,5,152,143,128,50.66666667,,
3,7,5,158,152,139,52.66666667,,
3,7,5,144,150,147,48,,
3,7,5,133,139,138,44.33333333,,
2,7,5,136,143,142,68,,
3,7,4,139,132,119,46.33333333,,
3,7,4,170,147,115,56.66666667,,
3,7,4,148,138,122,49.33333333,,
3,7,5,140,134,123,46.66666667,,
3,7,5,162,155,140,54,,
3,7,5,162,160,151,54,,
3,7,5,152,157,153,50.66666667,,
3,7,5,137,146,146,45.66666667,,
3,7,5,147,147,139,49,,
3,7,5,154,153,145,51.33333333,,
3,7,5,145,142,132,48.33333333,,
3,8,5,166,159,145,55.33333333,,
3,8,5,175,162,141,58.33333333,,
3,7,5,171,156,133,57,,
3,7,5,151,159,156,50.33333333,,
3,7,5,162,158,146,54,,
3,8,5,164,159,147,54.66666667,,
3,7,5,155,156,150,51.66666667,,
3,7,5,155,152,142,51.66666667,,
3,8,5,161,163,157,53.66666667,,
3,8,5,154,163,161,51.33333333,,
3,7,5,153,158,154,51,,
3,7,5,148,156,155,49.33333333,,
3,7,5,147,151,147,49,,
3,7,5,144,150,147,48,,
3,7,5,148,155,153,49.33333333,,
3,7,5,158,158,151,52.66666667,,
3,8,5,168,160,145,56,,
3,7,5,162,158,147,54,,
3,7,5,157,159,152,52.33333333,,
3,7,5,149,154,150,49.66666667,,
3,7,5,157,149,135,52.33333333,,
2,6,4,121,96,68,60.5,,
2,6,4,114,110,102,57,,
2,6,4,103,92,80,51.5,,
2,6,4,72,81,87,36,,
2,6,4,65,82,95,32.5,,
2,6,4,71,86,98,35.5,,
2,6,4,109,95,77,54.5,,
2,6,4,104,110,111,52,,
2,6,4,69,110,134,34.5,,
2,6,4,80,98,109,40,,
2,6,4,70,97,116,35,,
2,6,4,112,118,118,56,,
2,6,4,91,74,58,45.5,,
2,6,4,95,97,96,47.5,,
2,6,4,69,86,98,34.5,,
2,6,4,56,79,97,28,,
2,6,4,83,88,88,41.5,,
2,6,4,86,112,126,43,,
2,6,4,88,109,120,44,,
2,6,4,98,103,103,49,,
2,6,4,118,104,87,59,,
2,6,4,103,101,97,51.5,,
2,6,4,104,96,87,52,,
2,6,4,74,87,96,37,,
2,6,4,111,95,76,55.5,,
2,6,4,117,99,79,58.5,,
2,6,4,115,89,63,57.5,,
2,6,4,117,103,86,58.5,,
3,7,4,151,128,97,50.33333333,,
3,6,4,150,116,70,50,,
2,7,4,140,126,106,70,,
2,6,4,116,119,117,58,,
2,6,4,112,117,116,56,,
2,6,4,81,113,131,40.5,,
2,6,4,112,117,116,56,,
2,7,4,118,125,126,59,,
3,7,4,150,136,115,50,,
3,7,4,158,138,111,52.66666667,,
3,7,5,145,130,110,48.33333333,,
2,6,4,123,125,121,61.5,,
2,7,5,114,129,134,57,,
2,6,5,107,120,125,53.5,,
2,7,5,117,127,129,58.5,,
2,7,5,128,137,138,64,,
3,7,5,135,136,131,45,,
3,7,4,140,133,121,46.66666667,,
3,7,5,139,138,132,46.33333333,,
3,7,5,142,134,120,47.33333333,,
3,7,4,150,141,126,50,,
3,7,5,145,143,135,48.33333333,,
3,7,5,127,141,145,42.33333333,,
3,7,5,135,143,143,45,,
3,7,5,141,145,140,47,,
3,7,5,139,145,142,46.33333333,,
3,7,5,148,149,143,49.33333333,,
3,7,5,160,149,131,53.33333333,,
3,7,5,148,143,131,49.33333333,,
3,7,5,156,151,139,52,,
3,7,5,160,155,143,53.33333333,,
3,7,4,161,147,127,53.66666667,,
3,7,5,139,136,127,46.33333333,,
3,7,5,131,141,143,43.66666667,,
3,7,5,154,154,146,51.33333333,,
3,7,5,138,144,141,46,,
3,8,5,158,159,152,52.66666667,,
3,7,5,144,150,147,48,,
3,7,5,147,149,144,49,,
3,7,5,158,154,143,52.66666667,,
3,7,5,162,158,146,54,,
3,8,5,178,161,135,59.33333333,,
3,7,5,164,158,144,54.66666667,,
3,8,5,166,162,151,55.33333333,,
3,8,5,154,164,162,51.33333333,,
3,8,5,158,161,156,52.66666667,,
3,8,5,163,160,150,54.33333333,,
3,7,5,162,157,144,54,,
3,7,5,147,144,134,49,,
3,7,5,145,152,149,48.33333333,,
3,7,5,150,152,146,50,,
3,7,5,144,153,153,48,,
3,7,5,140,151,151,46.66666667,,
3,7,5,147,158,157,49,,
2,7,5,125,149,158,62.5,,
3,8,5,151,163,163,50.33333333,,
3,7,5,155,158,153,51.66666667,,
3,7,5,160,155,143,53.33333333,,
3,7,5,149,151,145,49.66666667,,
3,7,5,143,155,156,47.66666667,,
3,7,5,149,159,159,49.66666667,,
3,7,5,158,151,136,52.66666667,,
2,6,4,100,100,96,50,,
2,6,4,89,114,128,44.5,,
2,6,4,89,107,117,44.5,,
2,6,4,70,87,99,35,,
2,6,4,71,89,101,35.5,,
2,6,4,84,105,116,42,,
2,6,4,114,114,110,57,,
2,6,4,99,101,100,49.5,,
2,6,4,116,111,102,58,,
2,6,4,100,101,98,50,,
2,6,4,69,89,103,34.5,,
2,6,4,100,104,104,50,,
2,6,4,99,96,90,49.5,,
2,6,4,123,116,105,61.5,,
2,6,4,97,94,88,48.5,,
2,6,4,106,105,101,53,,
2,6,4,71,89,102,35.5,,
2,6,4,93,84,74,46.5,,
2,6,4,102,82,61,51,,
2,6,4,117,101,82,58.5,,
2,6,4,115,109,98,57.5,,
2,6,4,90,90,87,45,,
2,6,4,120,102,81,60,,
2,6,4,102,93,81,51,,
2,6,4,82,100,110,41,,
2,6,4,79,99,112,39.5,,
2,6,4,115,107,95,57.5,,
2,6,4,122,116,106,61,,
3,7,4,150,127,98,50,,
2,7,4,138,126,109,69,,
2,7,4,128,127,120,64,,
2,6,4,108,117,119,54,,
2,7,4,120,134,138,60,,
2,6,5,99,112,118,49.5,,
2,6,4,127,117,103,63.5,,
2,6,4,119,125,124,59.5,,
3,7,5,145,138,125,48.33333333,,
3,7,4,152,136,114,50.66666667,,
3,7,4,139,134,123,46.33333333,,
2,7,4,130,127,119,65,,
3,6,4,134,123,108,44.66666667,,
3,7,5,126,128,124,42,,
2,7,5,140,146,144,70,,
2,7,5,137,138,132,68.5,,
3,7,5,133,135,130,44.33333333,,
3,7,5,136,135,129,45.33333333,,
3,7,4,142,128,108,47.33333333,,
3,7,4,161,142,114,53.66666667,,
3,7,4,165,141,109,55,,
3,7,5,153,154,146,51,,
3,7,5,148,152,148,49.33333333,,
3,7,5,139,141,135,46.33333333,,
3,8,5,156,161,157,52,,
3,7,5,132,141,142,44,,
3,7,5,145,152,149,48.33333333,,
3,7,5,149,146,137,49.66666667,,
3,7,5,157,148,133,52.33333333,,
3,7,5,160,155,142,53.33333333,,
3,8,5,161,163,156,53.66666667,,
3,8,4,162,158,146,54,,
3,7,5,160,151,136,53.33333333,,
2,7,5,136,154,158,68,,
3,8,5,155,166,165,51.66666667,,
3,7,5,168,156,138,56,,
3,8,4,164,159,147,54.66666667,,
3,8,5,168,163,150,56,,
3,7,5,160,158,147,53.33333333,,
3,7,5,152,154,148,50.66666667,,
3,8,5,162,163,155,54,,
3,8,5,179,164,141,59.66666667,,
3,7,5,167,158,142,55.66666667,,
3,7,5,162,161,151,54,,
3,8,5,153,165,164,51,,
3,7,5,155,158,153,51.66666667,,
3,7,5,165,155,138,55,,
3,7,5,167,159,143,55.66666667,,
3,7,5,152,154,148,50.66666667,,
3,7,5,152,155,150,50.66666667,,
3,7,5,165,160,148,55,,
3,8,5,165,165,158,55,,
3,7,5,155,159,154,51.66666667,,
3,8,5,157,167,166,52.33333333,,
3,7,5,146,160,161,48.66666667,,
3,8,5,154,162,159,51.33333333,,
3,8,5,159,162,155,53,,
3,7,5,151,147,136,50.33333333,,
3,7,5,146,154,153,48.66666667,,
3,7,5,156,154,145,52,,
3,7,5,158,156,146,52.66666667,,
3,8,5,166,164,154,55.33333333,,
2,6,4,111,94,73,55.5,,
2,6,4,138,115,87,69,,
2,6,4,113,103,89,56.5,,
2,6,4,89,95,98,44.5,,
2,6,4,95,88,79,47.5,,
2,6,4,103,99,92,51.5,,
2,6,4,110,81,53,55,,
2,6,4,77,94,105,38.5,,
2,6,4,69,100,119,34.5,,
2,6,4,107,93,77,53.5,,
2,6,4,93,77,60,46.5,,
2,6,4,84,81,77,42,,
2,6,4,93,106,112,46.5,,
2,6,4,108,109,105,54,,
2,6,4,95,89,81,47.5,,
2,6,4,117,109,97,58.5,,
2,6,4,113,100,83,56.5,,
2,6,4,129,92,52,64.5,,
2,6,4,112,87,61,56,,
2,6,4,115,91,65,57.5,,
2,6,4,109,100,88,54.5,,
2,6,4,68,84,96,34,,
2,6,4,103,109,109,51.5,,
2,6,4,97,102,103,48.5,,
2,6,4,104,115,119,52,,
2,6,4,88,110,122,44,,
2,6,4,111,116,116,55.5,,
2,7,4,128,127,121,64,,
2,6,5,113,124,127,56.5,,
2,7,4,114,126,130,57,,
2,6,4,100,125,136,50,,
2,7,5,97,131,147,48.5,,
2,7,4,100,129,143,50,,
2,7,5,121,133,136,60.5,,
3,7,5,145,138,124,48.33333333,,
3,7,4,149,132,109,49.66666667,,
3,7,5,157,148,133,52.33333333,,
3,7,4,147,132,113,49,,
2,7,4,133,135,130,66.5,,
3,7,4,147,127,100,49,,
3,7,5,127,134,132,42.33333333,,
3,7,5,136,136,130,45.33333333,,
3,7,5,143,148,144,47.66666667,,
3,7,5,154,145,130,51.33333333,,
3,7,5,154,142,124,51.33333333,,
3,7,4,157,144,124,52.33333333,,
2,7,4,137,136,129,68.5,,
3,7,4,140,135,124,46.66666667,,
3,7,4,160,150,134,53.33333333,,
3,7,5,164,156,141,54.66666667,,
3,7,5,159,156,144,53,,
3,8,5,146,162,164,48.66666667,,
3,8,5,149,165,167,49.66666667,,
3,7,5,147,156,156,49,,
3,7,5,148,160,160,49.33333333,,
3,7,5,138,154,157,46,,
3,7,5,144,155,156,48,,
3,8,5,169,162,146,56.33333333,,
3,7,5,168,156,136,56,,
3,7,5,162,156,143,54,,
3,8,5,170,160,142,56.66666667,,
3,8,5,159,159,152,53,,
3,8,5,162,161,151,54,,
3,8,5,166,164,153,55.33333333,,
3,8,5,170,165,152,56.66666667,,
3,8,5,177,164,143,59,,
3,8,5,157,161,156,52.33333333,,
3,8,5,157,163,158,52.33333333,,
3,8,5,174,169,155,58,,
3,8,5,184,167,140,61.33333333,,
3,8,5,180,170,152,60,,
3,7,5,155,158,152,51.66666667,,
3,7,5,162,158,147,54,,
3,8,5,170,164,150,56.66666667,,
3,8,5,182,160,128,60.66666667,,
3,8,5,173,164,147,57.66666667,,
3,8,5,172,162,145,57.33333333,,
3,8,5,164,162,152,54.66666667,,
3,8,5,174,172,161,58,,
3,8,5,174,169,156,58,,
3,8,5,171,166,153,57,,
3,8,5,167,166,155,55.66666667,,
3,8,5,154,166,166,51.33333333,,
3,8,5,161,161,153,53.66666667,,
3,7,5,160,160,151,53.33333333,,
3,7,5,162,158,146,54,,
3,7,5,159,155,145,53,,
3,7,5,152,156,152,50.66666667,,
3,7,5,151,162,162,50.33333333,,
3,8,5,169,161,145,56.33333333,,
2,6,4,116,97,75,58,,
2,6,4,132,109,80,66,,
2,6,4,107,117,121,53.5,,
2,6,4,96,98,96,48,,
2,6,4,81,85,86,40.5,,
2,6,4,79,75,70,39.5,,
2,6,4,99,84,67,49.5,,
2,6,4,80,97,108,40,,
2,6,4,74,115,136,37,,
2,6,4,101,76,53,50.5,,
2,6,4,94,69,49,47,,
2,6,4,95,88,78,47.5,,
2,6,4,96,92,86,48,,
2,6,4,76,79,80,38,,
2,6,4,103,108,109,51.5,,
2,6,4,102,104,102,51,,
2,6,4,121,104,84,60.5,,
2,6,4,109,83,57,54.5,,
2,6,4,73,69,64,36.5,,
2,5,4,77,67,57,38.5,,
2,6,4,108,103,96,54,,
2,6,4,99,104,105,49.5,,
2,6,4,121,102,80,60.5,,
2,6,4,128,108,83,64,,
2,6,4,115,108,99,57.5,,
2,6,4,114,118,117,57,,
2,6,4,106,121,128,53,,
2,7,4,139,136,128,69.5,,
2,7,4,129,134,131,64.5,,
2,7,4,123,135,137,61.5,,
2,6,4,97,120,131,48.5,,
2,7,4,105,134,148,52.5,,
2,6,5,87,127,146,43.5,,
2,7,5,121,136,140,60.5,,
3,7,4,139,134,125,46.33333333,,
3,7,5,135,130,120,45,,
3,6,4,130,121,108,43.33333333,,
3,7,5,138,134,125,46,,
3,7,4,140,131,117,46.66666667,,
2,7,4,137,131,121,68.5,,
3,7,5,142,143,137,47.33333333,,
3,7,5,151,146,133,50.33333333,,
3,7,5,131,146,149,43.66666667,,
3,7,5,143,147,142,47.66666667,,
3,7,5,150,141,126,50,,
3,7,5,156,139,116,52,,
3,7,4,153,148,136,51,,
3,7,4,160,145,123,53.33333333,,
3,7,4,167,155,135,55.66666667,,
3,7,5,164,152,133,54.66666667,,
3,7,5,153,147,134,51,,
3,7,5,142,159,162,47.33333333,,
3,7,5,149,158,156,49.66666667,,
3,7,5,148,159,159,49.33333333,,
3,7,5,145,155,155,48.33333333,,
3,7,5,138,160,166,46,,
3,7,5,147,161,163,49,,
3,7,5,148,159,159,49.33333333,,
3,7,5,159,158,149,53,,
3,7,5,148,155,153,49.33333333,,
3,7,5,161,155,142,53.66666667,,
3,7,5,151,156,151,50.33333333,,
3,7,5,151,160,158,50.33333333,,
3,7,5,157,160,154,52.33333333,,
3,8,5,159,161,153,53,,
3,8,5,165,162,151,55,,
3,8,5,163,169,164,54.33333333,,
3,8,5,161,164,158,53.66666667,,
3,8,5,149,163,164,49.66666667,,
3,8,5,168,168,159,56,,
3,8,5,171,167,156,57,,
3,8,5,156,165,163,52,,
3,7,5,168,159,143,56,,
3,7,5,161,158,147,53.66666667,,
3,8,5,173,166,150,57.66666667,,
3,8,5,181,166,142,60.33333333,,
3,7,5,167,160,146,55.66666667,,
3,8,5,184,172,153,61.33333333,,
3,8,5,183,173,155,61,,
3,8,5,173,163,146,57.66666667,,
3,8,5,174,167,152,58,,
3,7,5,167,155,137,55.66666667,,
3,8,5,172,164,148,57.33333333,,
3,8,5,177,168,151,59,,
3,8,5,161,162,154,53.66666667,,
3,7,5,170,161,144,56.66666667,,
3,7,5,164,160,148,54.66666667,,
3,7,5,161,154,141,53.66666667,,
3,8,5,166,166,157,55.33333333,,
3,7,5,169,154,132,56.33333333,,
2,6,4,112,101,87,56,,
2,6,4,99,93,84,49.5,,
2,6,4,89,92,92,44.5,,
2,6,4,112,81,52,56,,
2,6,4,108,84,60,54,,
2,6,4,126,100,69,63,,
2,6,4,105,106,103,52.5,,
2,6,4,97,105,109,48.5,,
2,6,4,88,96,99,44,,
2,6,4,104,92,78,52,,
2,6,4,96,87,76,48,,
2,6,4,103,99,91,51.5,,
2,6,4,70,73,75,35,,
2,6,4,101,97,89,50.5,,
2,6,4,96,97,94,48,,
2,6,4,124,112,96,62,,
2,6,4,115,102,85,57.5,,
2,6,4,85,94,99,42.5,,
