rI,gI,bI,rT,gT,bT,rM,gM,bM
2,6,4,91,90,87,45.5,,
2,6,4,83,89,91,41.5,,
2,6,4,75,84,89,37.5,,
2,6,4,74,67,61,37,,
2,5,4,41,42,42,20.5,,
2,5,4,55,58,61,27.5,,
2,5,4,57,64,70,28.5,,
2,6,4,76,71,66,38,,
2,6,4,117,102,82,58.5,,
2,6,4,118,100,78,59,,
2,6,4,97,77,57,48.5,,
2,6,4,106,80,54,53,,
2,6,4,109,94,76,54.5,,
2,6,4,115,93,68,57.5,,
2,6,4,104,92,78,52,,
2,6,4,60,83,101,30,,
2,6,4,55,77,95,27.5,,
2,6,4,69,84,95,34.5,,
2,6,4,53,65,76,26.5,,
2,6,4,86,96,101,43,,
2,6,4,122,106,86,61,,
2,6,4,66,92,109,33,,
2,6,4,93,97,96,46.5,,
2,6,4,84,69,55,42,,
2,6,4,91,76,61,45.5,,
2,6,4,135,98,56,67.5,,
2,6,4,82,90,94,41,,
2,6,4,99,107,110,49.5,,
2,6,4,96,97,93,48,,
2,6,4,100,101,98,50,,
2,6,4,81,94,101,40.5,,
2,6,5,36,85,125,18,,
2,6,4,67,105,127,33.5,,
2,6,4,85,95,101,42.5,,
2,6,4,72,81,86,36,,
2,6,4,98,101,100,49,,
2,6,4,83,70,59,41.5,,
2,6,4,86,86,83,43,,
2,6,4,114,91,67,57,,
2,6,4,112,87,60,56,,
2,6,4,82,72,61,41,,
2,6,4,72,88,98,36,,
2,6,4,55,66,75,27.5,,
2,6,4,64,87,104,32,,
2,6,4,80,80,78,40,,
2,6,4,88,91,91,44,,
2,6,4,94,100,102,47,,
2,6,4,67,71,74,33.5,,
2,6,4,75,89,98,37.5,,
2,6,4,83,91,95,41.5,,
2,6,4,106,76,49,53,,
2,6,4,109,80,51,54.5,,
2,6,4,79,70,61,39.5,,
2,6,4,104,79,54,52,,
2,6,4,107,104,96,53.5,,
2,7,4,124,122,115,62,,
2,6,4,131,108,79,65.5,,
2,6,4,99,87,73,49.5,,
2,6,4,63,77,86,31.5,,
2,6,4,51,97,127,25.5,,
2,6,4,99,95,88,49.5,,
2,6,4,98,101,98,49,,
2,6,4,132,108,78,66,,
2,6,4,96,104,106,48,,
2,6,4,90,108,117,45,,
2,6,4,100,113,118,50,,
2,7,5,112,129,136,56,,
2,6,4,100,89,75,50,,
2,6,4,97,101,100,48.5,,
2,6,4,116,108,97,58,,
2,6,4,81,92,96,40.5,,
2,6,4,86,109,121,43,,
2,6,4,79,108,125,39.5,,
2,6,4,102,106,107,51,,
2,6,4,102,77,54,51,,
2,6,4,90,85,77,45,,
2,6,4,92,98,101,46,,
2,6,4,107,103,95,53.5,,
2,5,4,56,60,64,28,,
2,6,4,84,99,106,42,,
2,5,4,62,57,53,31,,
2,6,4,69,71,73,34.5,,
2,5,4,56,60,64,28,,
2,6,4,61,79,93,30.5,,
2,6,4,66,83,96,33,,
2,6,4,91,94,93,45.5,,
2,6,4,84,100,110,42,,
2,6,4,61,84,102,30.5,,
2,6,4,55,91,117,27.5,,
2,6,4,67,79,87,33.5,,
2,6,4,74,81,86,37,,
2,6,4,89,75,61,44.5,,
2,6,4,82,93,100,41,,
2,6,4,97,81,66,48.5,,
2,6,4,67,76,82,33.5,,
2,6,4,52,67,79,26,,
2,6,4,53,71,87,26.5,,
2,6,4,76,86,91,38,,
2,6,4,123,103,79,61.5,,
2,6,4,92,86,79,46,,
2,6,4,107,99,86,53.5,,
2,6,4,92,100,104,46,,
2,6,4,122,100,73,61,,
2,6,4,122,106,85,61,,
2,6,4,79,70,61,39.5,,
2,6,4,56,74,88,28,,
2,6,4,89,102,110,44.5,,
2,6,4,73,83,90,36.5,,
2,6,4,72,75,76,36,,
2,6,4,83,80,74,41.5,,
2,6,4,106,102,95,53,,
2,6,4,122,89,53,61,,
2,6,4,89,79,68,44.5,,
2,6,4,94,78,62,47,,
2,6,4,76,76,74,38,,
2,6,4,81,93,100,40.5,,
2,6,4,63,73,80,31.5,,
2,6,4,95,103,105,47.5,,
2,6,4,124,115,102,62,,
2,6,4,110,102,91,55,,
2,6,4,72,73,72,36,,
2,6,4,76,74,70,38,,
2,6,4,95,94,89,47.5,,
2,6,4,132,119,100,66,,
2,6,4,102,97,89,51,,
2,6,4,86,81,73,43,,
2,6,4,61,74,85,30.5,,
2,6,4,98,97,92,49,,
2,6,4,101,71,46,50.5,,
2,6,4,114,75,40,57,,
2,6,4,102,88,72,51,,
2,6,4,89,86,82,44.5,,
2,6,4,48,73,95,24,,
2,6,4,86,96,100,43,,
2,6,4,83,78,71,41.5,,
2,6,4,64,65,65,32,,
2,6,4,71,81,88,35.5,,
2,6,4,85,86,84,42.5,,
2,6,4,84,85,84,42,,
2,6,4,116,102,84,58,,
2,6,4,116,105,89,58,,
2,6,4,97,80,63,48.5,,
2,6,4,85,77,67,42.5,,
2,6,4,76,84,89,38,,
2,6,4,95,101,102,47.5,,
2,6,4,119,119,113,59.5,,
2,6,4,138,103,62,69,,
2,6,4,113,113,109,56.5,,
2,6,4,52,96,126,26,,
2,6,4,64,93,112,32,,
2,6,4,110,106,97,55,,
2,6,4,136,106,68,68,,
2,6,4,119,96,68,59.5,,
2,6,4,105,104,99,52.5,,
2,6,4,93,118,131,46.5,,
2,6,4,93,108,115,46.5,,
2,7,4,106,126,135,53,,
2,6,4,107,108,103,53.5,,
2,6,4,128,110,85,64,,
2,6,4,89,72,57,44.5,,
2,6,4,112,104,91,56,,
2,6,4,87,112,125,43.5,,
2,6,4,106,105,100,53,,
2,6,4,112,104,93,56,,
2,6,4,118,94,67,59,,
2,6,4,114,96,76,57,,
2,6,4,102,106,107,51,,
2,6,4,101,108,110,50.5,,
2,6,4,74,65,58,37,,
2,6,4,101,87,71,50.5,,
2,6,4,102,80,58,51,,
2,5,4,61,56,52,30.5,,
2,6,4,52,62,70,26,,
2,6,4,52,86,111,26,,
2,6,4,46,99,133,23,,
2,6,4,91,91,87,45.5,,
2,6,4,87,87,84,43.5,,
2,6,4,94,89,81,47,,
2,6,4,68,74,78,34,,
2,6,4,70,79,85,35,,
2,6,4,77,69,61,38.5,,
2,6,4,75,64,54,37.5,,
2,6,4,92,84,74,46,,
2,6,4,91,84,75,45.5,,
2,6,4,84,78,71,42,,
2,6,4,61,81,96,30.5,,
2,6,4,50,81,108,25,,
2,6,4,74,72,68,37,,
2,6,4,69,66,62,34.5,,
2,6,4,69,89,102,34.5,,
2,6,4,85,94,99,42.5,,
2,6,4,91,97,99,45.5,,
2,6,4,98,90,81,49,,
2,6,4,103,97,87,51.5,,
2,6,4,97,98,94,48.5,,
2,6,4,93,102,105,46.5,,
2,6,4,60,84,103,30,,
2,6,4,83,86,87,41.5,,
2,6,4,65,78,87,32.5,,
2,6,4,103,82,61,51.5,,
2,6,4,134,110,81,67,,
2,6,3,143,88,31,71.5,,
2,6,4,126,93,56,63,,
2,6,4,73,75,76,36.5,,
2,6,4,75,86,93,37.5,,
2,6,4,105,82,58,52.5,,
2,6,4,69,69,69,34.5,,
2,6,4,78,81,80,39,,
2,7,4,128,126,118,64,,
2,6,4,106,112,114,53,,
2,6,4,89,91,90,44.5,,
2,6,4,93,81,68,46.5,,
2,6,4,110,86,61,55,,
2,6,4,100,107,109,50,,
2,6,4,91,83,73,45.5,,
2,6,4,81,84,84,40.5,,
2,6,4,93,86,77,46.5,,
2,6,4,108,106,100,54,,
2,6,4,112,98,81,56,,
2,6,4,110,81,52,55,,
2,6,4,110,76,44,55,,
2,6,4,108,88,68,54,,
2,6,4,78,93,102,39,,
2,6,4,67,85,99,33.5,,
2,6,4,74,91,103,37,,
2,6,4,65,73,78,32.5,,
2,6,4,82,100,111,41,,
2,6,4,71,91,105,35.5,,
2,6,4,58,81,100,29,,
2,6,4,110,104,94,55,,
2,6,4,115,103,87,57.5,,
2,6,4,95,90,83,47.5,,
2,6,4,102,99,92,51,,
2,6,4,76,101,116,38,,
2,6,4,112,107,97,56,,
2,6,4,91,87,80,45.5,,
2,6,4,115,93,69,57.5,,
2,6,4,91,89,85,45.5,,
2,6,4,64,92,111,32,,
2,6,4,88,116,129,44,,
2,6,4,107,117,120,53.5,,
2,6,4,129,101,67,64.5,,
2,6,4,130,106,75,65,,
2,6,4,89,92,90,44.5,,
2,6,5,66,88,104,33,,
2,6,5,75,97,112,37.5,,
2,6,4,71,105,125,35.5,,
2,6,4,90,98,101,45,,
2,6,4,93,79,64,46.5,,
2,6,4,87,76,63,43.5,,
2,6,4,128,109,85,64,,
2,6,4,119,110,96,59.5,,
2,6,4,88,97,101,44,,
2,6,4,109,110,107,54.5,,
2,6,4,118,102,82,59,,
2,6,4,111,101,87,55.5,,
2,6,5,104,112,114,52,,
2,6,4,120,104,84,60,,
2,6,4,57,70,81,28.5,,
2,6,4,69,97,115,34.5,,
2,6,4,53,62,69,26.5,,
2,6,4,51,62,72,25.5,,
2,6,4,45,64,82,22.5,,
2,6,4,55,74,90,27.5,,
2,6,4,43,79,108,21.5,,
2,6,4,54,80,101,27,,
2,6,4,69,73,76,34.5,,
2,6,4,71,82,90,35.5,,
2,5,4,60,62,63,30,,
2,6,4,108,85,62,54,,
2,6,4,95,73,53,47.5,,
2,6,4,96,84,72,48,,
2,6,4,116,99,78,58,,
2,6,4,103,81,59,51.5,,
2,5,4,63,59,55,31.5,,
2,6,4,62,74,84,31,,
2,6,4,48,77,101,24,,
2,6,4,64,67,69,32,,
2,5,4,59,60,61,29.5,,
2,6,4,91,74,57,45.5,,
2,6,4,61,85,104,30.5,,
2,6,4,83,101,111,41.5,,
2,6,4,76,89,98,38,,
2,6,4,83,103,114,41.5,,
2,6,4,82,106,118,41,,
2,6,4,78,98,109,39,,
2,6,4,54,74,91,27,,
2,6,4,76,78,78,38,,
2,6,4,93,88,82,46.5,,
2,6,4,118,101,80,59,,
2,6,4,117,99,78,58.5,,
2,6,4,124,87,50,62,,
2,6,4,124,90,53,62,,
2,6,4,75,74,71,37.5,,
2,6,4,96,101,102,48,,
2,6,4,102,90,75,51,,
2,6,4,106,87,66,53,,
2,6,4,135,107,72,67.5,,
2,6,4,139,104,61,69.5,,
2,6,4,137,113,81,68.5,,
2,6,4,85,95,100,42.5,,
2,6,4,70,71,71,35,,
2,6,4,106,88,69,53,,
2,6,4,108,107,102,54,,
2,6,4,85,96,101,42.5,,
2,6,4,101,100,95,50.5,,
2,6,4,118,107,93,59,,
2,6,4,90,105,113,45,,
2,6,4,87,107,118,43.5,,
2,6,4,91,100,102,45.5,,
2,6,4,116,96,73,58,,
2,6,4,94,97,96,47,,
2,6,4,75,109,128,37.5,,
2,6,4,49,85,114,24.5,,
2,6,4,74,88,98,37,,
2,6,4,93,83,72,46.5,,
2,6,4,89,86,80,44.5,,
2,6,4,62,80,95,31,,
2,6,4,48,84,112,24,,
2,6,4,103,110,110,51.5,,
2,6,4,97,94,89,48.5,,
2,6,4,110,98,84,55,,
2,6,4,89,83,74,44.5,,
2,6,4,108,104,96,54,,
2,7,4,136,123,104,68,,
2,6,4,115,97,76,57.5,,
2,6,4,125,83,42,62.5,,
2,6,4,123,97,66,61.5,,
2,6,4,114,108,98,57,,
2,6,4,107,121,126,53.5,,
2,6,4,90,117,131,45,,
2,6,4,97,109,114,48.5,,
2,6,4,89,99,103,44.5,,
2,6,4,59,88,109,29.5,,
2,6,4,51,92,122,25.5,,
2,6,4,78,106,121,39,,
2,6,4,88,115,129,44,,
2,6,4,103,117,121,51.5,,
2,6,4,92,81,68,46,,
2,6,4,129,101,67,64.5,,
2,6,4,128,105,75,64,,
2,6,4,118,92,64,59,,
2,6,4,119,100,77,59.5,,
2,6,4,111,104,93,55.5,,
2,6,4,114,100,82,57,,
2,6,4,84,89,91,42,,
3,6,4,109,94,77,36.33333333,,
2,6,4,105,89,72,52.5,,
2,6,4,55,68,79,27.5,,
2,6,4,27,90,136,13.5,,
2,6,4,50,67,82,25,,
2,5,4,44,57,69,22,,
2,5,4,39,52,65,19.5,,
2,6,4,61,69,75,30.5,,
2,6,4,50,68,85,25,,
2,6,4,70,81,88,35,,
2,6,4,46,82,112,23,,
2,6,4,57,81,100,28.5,,
2,6,4,71,78,82,35.5,,
2,6,4,89,87,82,44.5,,
2,6,4,79,90,97,39.5,,
2,6,4,86,72,59,43,,
2,6,4,109,89,69,54.5,,
2,6,4,74,78,79,37,,
2,5,4,47,60,73,23.5,,
2,6,4,49,75,98,24.5,,
2,6,4,54,78,98,27,,
2,6,4,59,68,75,29.5,,
2,6,4,57,83,105,28.5,,
2,6,4,61,64,66,30.5,,
2,6,4,56,88,112,28,,
2,6,4,112,99,83,56,,
2,6,4,82,99,109,41,,
2,6,4,65,101,123,32.5,,
2,6,4,60,98,124,30,,
2,6,4,62,102,128,31,,
2,6,4,64,95,116,32,,
2,6,4,91,75,60,45.5,,
2,6,4,94,83,70,47,,
2,6,4,80,77,72,40,,
2,6,4,79,97,108,39.5,,
2,6,4,82,81,78,41,,
2,6,4,82,86,88,41,,
2,6,4,106,99,89,53,,
2,6,4,107,85,62,53.5,,
2,6,4,132,100,61,66,,
2,6,4,126,78,33,63,,
2,6,4,123,101,74,61.5,,
2,6,4,106,81,57,53,,
2,6,4,93,81,68,46.5,,
2,6,4,66,80,90,33,,
2,6,4,91,81,70,45.5,,
2,6,4,82,94,101,41,,
2,6,4,98,108,112,49,,
2,6,4,87,106,117,43.5,,
2,6,4,93,87,80,46.5,,
2,6,4,106,99,87,53,,
2,6,4,80,108,124,40,,
2,6,4,64,86,102,32,,
2,6,4,84,100,108,42,,
2,6,4,117,89,60,58.5,,
2,6,4,86,75,62,43,,
2,6,4,61,82,99,30.5,,
2,6,4,46,105,140,23,,
2,6,4,68,93,110,34,,
2,7,4,104,123,132,52,,
2,6,4,112,102,89,56,,
2,6,4,95,96,93,47.5,,
2,6,4,92,89,84,46,,
2,6,4,53,93,122,26.5,,
2,6,4,99,100,97,49.5,,
2,6,4,66,105,128,33,,
2,6,4,105,91,75,52.5,,
2,6,4,121,116,107,60.5,,
2,6,4,136,107,70,68,,
2,6,4,138,109,73,69,,
2,6,4,110,90,70,55,,
2,6,4,133,104,68,66.5,,
2,6,4,134,115,92,67,,
2,6,4,94,111,119,47,,
2,6,4,87,103,111,43.5,,
2,6,4,108,105,98,54,,
2,6,4,64,96,116,32,,
2,6,4,54,95,123,27,,
2,6,4,52,100,131,26,,
2,6,4,58,97,122,29,,
2,6,4,71,105,124,35.5,,
2,6,4,122,101,74,61,,
2,6,4,123,112,95,61.5,,
2,6,4,122,100,75,61,,
2,6,4,112,85,58,56,,
2,6,4,118,102,82,59,,
2,6,4,112,99,82,56,,
2,6,4,127,105,78,63.5,,
2,6,4,127,109,87,63.5,,
2,6,4,101,104,103,50.5,,
2,6,4,105,85,64,52.5,,
2,6,4,95,97,96,47.5,,
2,5,4,61,62,62,30.5,,
2,5,4,59,62,63,29.5,,
2,6,4,56,61,65,28,,
2,6,4,59,71,82,29.5,,
2,5,4,44,55,64,22,,
2,5,4,59,54,49,29.5,,
2,6,4,59,76,89,29.5,,
2,6,4,79,87,91,39.5,,
2,6,4,59,90,113,29.5,,
2,6,4,75,86,93,37.5,,
2,6,4,75,88,97,37.5,,
2,6,4,88,91,91,44,,
2,6,4,61,75,87,30.5,,
2,6,4,75,73,70,37.5,,
2,6,4,68,71,73,34,,
2,6,4,98,96,92,49,,
2,6,4,69,72,75,34.5,,
2,6,4,74,80,84,37,,
2,6,4,64,81,94,32,,
2,6,4,68,70,71,34,,
2,6,4,66,78,87,33,,
2,6,4,59,79,94,29.5,,
2,6,4,72,66,60,36,,
2,6,4,99,90,78,49.5,,
2,6,4,73,82,88,36.5,,
2,6,4,61,75,87,30.5,,
2,6,4,68,83,94,34,,
2,6,4,90,116,130,45,,
2,6,4,101,114,120,50.5,,
2,6,4,96,89,80,48,,
2,6,4,91,88,83,45.5,,
2,6,4,104,85,65,52,,
2,6,4,73,95,111,36.5,,
2,6,4,73,89,99,36.5,,
2,6,4,77,90,98,38.5,,
2,6,4,103,109,110,51.5,,
2,6,4,122,104,82,61,,
2,6,4,100,75,50,50,,
2,6,4,91,71,53,45.5,,
2,6,4,90,77,63,45,,
2,6,4,120,101,77,60,,
2,6,4,67,88,103,33.5,,
2,6,4,98,91,81,49,,
2,6,4,93,82,71,46.5,,
2,6,4,86,104,114,43,,
2,6,5,83,111,126,41.5,,
2,6,4,99,113,118,49.5,,
2,6,4,92,90,86,46,,
2,6,4,97,86,74,48.5,,
2,6,4,68,87,101,34,,
2,6,4,78,81,82,39,,
2,6,4,74,82,87,37,,
2,6,4,124,87,50,62,,
2,6,4,101,94,83,50.5,,
2,6,4,51,85,112,25.5,,
2,6,4,73,101,118,36.5,,
2,6,4,62,82,98,31,,
2,6,4,85,97,103,42.5,,
2,6,4,113,109,101,56.5,,
2,6,4,126,105,79,63,,
2,6,4,116,90,63,58,,
2,6,4,81,108,123,40.5,,
2,6,4,95,105,109,47.5,,
2,6,4,90,110,121,45,,
2,6,4,116,109,98,58,,
2,6,4,104,101,94,52,,
2,6,4,131,110,85,65.5,,
2,6,4,124,105,82,62,,
2,6,4,101,82,63,50.5,,
2,6,4,112,106,95,56,,
2,6,4,124,107,87,62,,
2,6,4,110,118,119,55,,
2,6,4,104,111,111,52,,
2,6,4,106,104,99,53,,
2,6,4,114,121,120,57,,
2,6,4,111,97,80,55.5,,
2,6,4,53,73,91,26.5,,
2,6,4,60,83,100,30,,
2,6,4,100,104,102,50,,
2,6,4,141,115,82,70.5,,
2,6,4,129,116,98,64.5,,
2,6,4,126,105,78,63,,
2,6,4,139,108,68,69.5,,
2,6,4,116,101,83,58,,
2,6,4,105,103,95,52.5,,
2,6,4,102,102,97,51,,
2,6,4,127,117,102,63.5,,
2,6,4,109,114,113,54.5,,
2,7,4,138,123,104,69,,
2,6,4,122,114,101,61,,
2,6,4,97,80,64,48.5,,
2,6,4,73,63,53,36.5,,
2,6,4,73,62,52,36.5,,
2,6,4,75,70,64,37.5,,
2,5,4,58,60,61,29,,
2,6,4,73,73,71,36.5,,
2,6,4,81,91,96,40.5,,
2,6,4,101,101,96,50.5,,
2,6,4,76,94,106,38,,
2,6,4,82,89,92,41,,
2,6,4,68,90,107,34,,
2,6,4,70,77,81,35,,
2,6,4,53,72,88,26.5,,
2,6,4,52,82,105,26,,
2,6,4,58,66,72,29,,
2,6,4,62,70,76,31,,
2,6,4,70,72,73,35,,
2,6,4,66,65,64,33,,
2,6,4,69,73,76,34.5,,
2,6,4,91,85,78,45.5,,
2,6,4,68,91,107,34,,
2,6,4,76,83,86,38,,
2,5,4,58,56,54,29,,
2,6,4,116,78,42,58,,
2,6,4,95,77,59,47.5,,
2,6,4,84,93,98,42,,
2,6,4,51,86,114,25.5,,
2,6,4,71,107,128,35.5,,
2,6,4,96,117,127,48,,
2,6,4,121,96,68,60.5,,
2,6,4,102,75,50,51,,
2,6,4,97,85,71,48.5,,
2,6,4,93,106,113,46.5,,
2,6,4,104,108,107,52,,
2,6,4,75,107,126,37.5,,
2,6,4,95,79,63,47.5,,
2,6,4,126,101,71,63,,
2,6,4,116,82,49,58,,
2,5,4,77,64,52,38.5,,
2,6,4,106,93,78,53,,
2,6,4,114,99,81,57,,
2,6,4,87,108,118,43.5,,
2,6,4,102,101,96,51,,
2,6,4,90,101,106,45,,
2,6,4,89,112,124,44.5,,
2,6,4,98,109,113,49,,
2,6,4,76,94,105,38,,
2,6,4,106,118,121,53,,
2,6,4,113,107,96,56.5,,
2,6,4,94,91,86,47,,
2,6,4,84,81,77,42,,
2,6,4,86,94,98,43,,
2,6,4,78,77,74,39,,
2,6,4,102,87,69,51,,
2,6,4,105,104,98,52.5,,
2,6,4,91,82,71,45.5,,
2,6,4,74,71,68,37,,
2,6,4,67,89,106,33.5,,
2,6,4,109,108,103,54.5,,
2,6,4,127,116,101,63.5,,
2,6,4,109,106,100,54.5,,
2,6,4,105,107,105,52.5,,
2,6,4,73,96,111,36.5,,
2,6,4,116,110,101,58,,
2,6,4,120,102,81,60,,
2,6,4,120,104,84,60,,
2,6,4,117,115,108,58.5,,
2,6,4,78,96,107,39,,
2,6,4,97,87,75,48.5,,
2,6,4,101,104,103,50.5,,
2,6,4,115,107,95,57.5,,
2,6,4,113,118,116,56.5,,
2,7,4,123,124,119,61.5,,
2,6,4,103,100,92,51.5,,
2,6,4,110,105,96,55,,
2,6,4,101,101,97,50.5,,
2,6,4,82,86,86,41,,
2,6,4,99,74,51,49.5,,
2,6,4,122,108,89,61,,
2,6,4,138,120,95,69,,
2,6,4,129,104,73,64.5,,
2,6,4,99,97,92,49.5,,
2,6,4,125,113,97,62.5,,
2,6,4,95,103,105,47.5,,
2,6,4,72,96,110,36,,
2,7,4,101,126,138,50.5,,
2,6,4,108,113,113,54,,
2,6,4,132,123,108,66,,
2,6,4,125,102,73,62.5,,
2,6,4,115,114,110,57.5,,
2,6,4,77,79,78,38.5,,
2,5,4,51,52,52,25.5,,
2,6,4,76,66,57,38,,
2,6,4,92,79,66,46,,
2,5,4,66,61,56,33,,
2,6,4,95,83,69,47.5,,
2,6,4,92,79,65,46,,
2,6,4,83,93,98,41.5,,
2,6,4,76,91,101,38,,
2,6,4,128,93,55,64,,
2,6,4,84,69,56,42,,
2,6,4,72,70,67,36,,
2,6,4,60,69,76,30,,
2,6,4,49,59,69,24.5,,
2,5,4,45,59,71,22.5,,
2,6,4,62,73,82,31,,
2,6,4,74,63,54,37,,
2,6,4,106,86,65,53,,
2,6,4,112,84,56,56,,
2,6,4,94,70,49,47,,
2,6,4,73,91,102,36.5,,
2,6,4,64,88,105,32,,
2,6,4,73,81,85,36.5,,
2,6,4,112,87,62,56,,
2,6,4,107,79,53,53.5,,
2,6,4,89,84,77,44.5,,
2,6,4,77,92,102,38.5,,
2,6,4,50,101,133,25,,
2,6,4,97,96,92,48.5,,
2,6,4,130,100,63,65,,
2,6,4,136,104,65,68,,
2,6,4,136,101,59,68,,
2,6,4,134,96,53,67,,
2,6,4,118,109,96,59,,
2,6,4,105,111,112,52.5,,
2,6,4,80,90,96,40,,
2,6,4,113,94,73,56.5,,
2,6,4,77,93,103,38.5,,
2,6,4,87,93,94,43.5,,
2,6,4,100,92,82,50,,
2,6,4,126,110,91,63,,
2,6,4,96,104,106,48,,
2,6,4,118,112,103,59,,
2,6,4,99,114,121,49.5,,
2,6,4,89,89,85,44.5,,
2,6,4,104,90,75,52,,
2,6,4,94,90,83,47,,
2,6,4,82,96,105,41,,
2,6,4,82,96,105,41,,
2,6,4,93,92,87,46.5,,
2,6,4,84,72,61,42,,
2,6,4,90,96,97,45,,
2,6,4,93,109,118,46.5,,
2,6,4,90,105,113,45,,
2,6,4,84,100,108,42,,
2,6,4,72,82,89,36,,
2,6,4,93,77,61,46.5,,
2,6,4,112,100,86,56,,
2,6,4,121,91,58,60.5,,
2,6,4,105,83,62,52.5,,
2,6,4,119,105,87,59.5,,
2,6,4,102,88,73,51,,
2,6,4,86,97,104,43,,
2,6,4,97,96,92,48.5,,
2,6,4,100,97,90,50,,
2,6,4,97,98,95,48.5,,
2,6,4,86,94,96,43,,
2,6,5,74,115,137,37,,
2,6,4,108,113,113,54,,
2,6,4,121,116,106,60.5,,
2,6,4,111,121,124,55.5,,
2,7,4,117,122,121,58.5,,
2,6,4,133,119,98,66.5,,
2,6,4,113,103,89,56.5,,
2,6,4,106,101,90,53,,
2,6,4,107,100,89,53.5,,
2,6,4,74,93,104,37,,
2,6,4,80,88,92,40,,
2,6,4,111,110,104,55.5,,
2,6,4,106,112,112,53,,
2,6,4,107,110,107,53.5,,
2,6,4,85,85,82,42.5,,
2,6,4,102,100,95,51,,
2,6,4,94,105,109,47,,
2,6,4,70,91,105,35,,
2,6,4,103,103,99,51.5,,
2,7,4,127,124,116,63.5,,
2,7,4,134,129,119,67,,
2,7,4,125,128,125,62.5,,
2,6,4,120,115,106,60,,
2,6,4,89,97,99,44.5,,
2,6,4,72,83,89,36,,
2,6,4,84,80,74,42,,
2,6,4,75,78,79,37.5,,
2,6,4,63,73,81,31.5,,
2,6,4,53,64,73,26.5,,
2,6,4,76,85,91,38,,
2,6,4,75,81,83,37.5,,
2,6,4,73,71,67,36.5,,
2,6,4,137,82,28,68.5,,
2,6,4,132,84,37,66,,
2,6,4,84,64,48,42,,
2,5,4,60,50,42,30,,
2,6,4,57,62,67,28.5,,
2,6,4,73,81,86,36.5,,
2,5,4,71,58,47,35.5,,
2,6,4,85,66,49,42.5,,
2,6,4,102,80,59,51,,
2,6,4,121,97,69,60.5,,
2,6,4,129,103,70,64.5,,
2,6,4,89,103,111,44.5,,
2,6,4,86,94,98,43,,
2,6,4,103,102,97,51.5,,
2,6,4,96,81,66,48,,
2,6,4,95,88,79,47.5,,
2,6,4,89,87,83,44.5,,
2,6,4,74,82,86,37,,
2,6,5,47,103,138,23.5,,
2,6,4,95,91,85,47.5,,
2,6,4,98,76,55,49,,
2,6,4,116,94,69,58,,
2,6,4,134,87,39,67,,
3,6,4,129,82,36,43,,
2,6,4,109,93,75,54.5,,
2,6,4,105,113,115,52.5,,
2,6,4,108,111,109,54,,
2,6,4,118,117,111,59,,
2,6,5,93,115,127,46.5,,
2,6,5,84,98,105,42,,
3,6,4,131,107,77,43.66666667,,
2,6,4,131,100,63,65.5,,
2,6,4,72,79,83,36,,
2,6,4,61,102,128,30.5,,
2,6,4,93,97,96,46.5,,
2,6,4,94,84,73,47,,
2,6,4,127,115,98,63.5,,
2,6,4,105,100,92,52.5,,
2,6,4,109,99,85,54.5,,
2,6,4,86,99,105,43,,
2,6,4,99,99,94,49.5,,
2,6,4,87,102,109,43.5,,
2,6,4,99,106,107,49.5,,
2,6,4,80,80,78,40,,
2,6,4,83,108,123,41.5,,
2,6,4,53,77,96,26.5,,
2,6,4,54,76,93,27,,
2,6,4,95,96,93,47.5,,
2,6,4,111,90,68,55.5,,
2,6,4,116,93,68,58,,
2,6,4,77,79,78,38.5,,
2,6,4,98,97,93,49,,
2,6,4,126,106,81,63,,
2,6,4,90,93,92,45,,
2,6,4,64,89,107,32,,
2,6,4,87,101,109,43.5,,
2,6,4,94,92,88,47,,
2,6,4,118,113,105,59,,
2,6,5,82,114,132,41,,
2,6,4,97,111,117,48.5,,
2,6,4,105,121,128,52.5,,
2,6,4,97,105,107,48.5,,
2,6,4,114,117,113,57,,
2,6,4,133,112,85,66.5,,
2,6,4,112,103,89,56,,
2,6,4,113,113,108,56.5,,
2,6,4,93,109,116,46.5,,
2,6,4,79,107,122,39.5,,
2,6,4,76,120,142,38,,
2,7,4,105,127,137,52.5,,
2,7,4,106,123,130,53,,
2,6,4,113,114,110,56.5,,
2,6,4,94,113,122,47,,
2,6,4,88,119,135,44,,
2,6,4,69,102,123,34.5,,
2,6,4,58,93,117,29,,
2,6,4,98,103,102,49,,
2,7,4,126,129,126,63,,
2,7,4,133,126,114,66.5,,
2,6,4,106,123,131,53,,
2,6,4,116,123,124,58,,
2,6,4,72,90,103,36,,
2,6,4,85,80,72,42.5,,
2,6,4,94,85,75,47,,
2,5,4,49,58,66,24.5,,
2,6,4,54,77,96,27,,
2,6,4,46,73,97,23,,
2,6,4,69,67,65,34.5,,
2,6,4,79,77,72,39.5,,
2,6,4,104,79,55,52,,
2,6,4,95,77,60,47.5,,
2,6,4,100,70,45,50,,
2,6,4,79,67,56,39.5,,
2,6,4,56,69,81,28,,
2,6,4,58,85,106,29,,
2,6,4,85,91,94,42.5,,
2,6,4,110,95,78,55,,
2,6,4,98,80,63,49,,
2,6,4,99,90,79,49.5,,
2,6,4,101,97,89,50.5,,
2,6,4,86,93,96,43,,
2,6,4,82,93,99,41,,
2,6,4,76,86,92,38,,
2,6,4,84,78,70,42,,
2,6,4,100,86,71,50,,
2,6,4,101,99,92,50.5,,
