,gM,rbM,rI,gI,bI
5098,13,17,9,17,19
5099,11,14,12,21,22
5100,8,11,17,29,27
5101,8,12,14,30,30
5102,10,15,10,23,25
5103,12,18,8,18,21
5104,15,20,7,15,17
5105,18,22,6,12,15
5106,21,25,5,10,12
5107,24,30,3,8,9
5108,24,26,3,8,8
5109,19,23,10,11,6
5110,15,20,14,15,7
5111,10,16,19,23,10
5112,6,11,25,39,17
5113,5,11,19,42,24
5114,10,16,14,23,14
5115,15,22,10,15,9
5116,17,30,7,12,6
5117,23,15,2,6,6
5118,24,25,4,9,12
5119,20,23,5,11,15
5120,13,17,9,17,20
5121,10,13,13,22,24
5122,9,13,12,25,27
5123,11,17,9,20,22
5124,14,20,7,16,19
5125,20,23,5,11,14
5126,23,24,4,9,12
5127,20,45,3,8,5
5128,23,24,8,9,6
5129,14,18,15,16,8
5130,8,13,24,30,13
5131,7,11,26,34,15
5132,6,11,28,36,15
5133,6,11,27,36,16
5134,6,11,24,35,17
5135,7,13,20,31,15
5136,9,16,15,26,13
5137,13,20,12,17,10
5138,18,26,8,12,8
5139,23,27,2,6,5
5140,24,22,4,9,13
5141,22,23,5,10,15
5142,17,20,7,13,18
5143,12,15,10,18,22
5144,9,12,14,24,27
5145,8,11,14,28,30
5146,11,15,10,21,25
5147,13,18,8,17,21
5148,16,22,6,14,17
5149,23,24,2,7,6
5150,22,24,2,6,5
5151,21,22,9,10,6
5152,18,22,11,12,6
5153,16,20,14,14,7
5154,13,17,17,17,9
5155,11,16,19,20,9
5156,11,15,20,21,10
5157,11,16,19,21,10
5158,11,16,17,20,10
5159,12,19,15,19,9
5160,13,20,12,17,9
5161,24,21,2,6,6
5162,24,23,4,9,13
5163,20,21,6,11,15
5164,17,18,8,13,18
5165,12,14,11,19,23
5166,8,11,16,27,28
5167,7,11,15,31,32
5168,9,14,11,24,26
5169,12,18,8,18,22
5170,16,21,6,14,19
5171,18,24,5,12,16
5172,10,24,7,22,13
5173,21,32,5,8,5
5174,17,21,12,13,7
5175,17,22,12,13,7
5176,16,20,13,14,8
5177,16,21,12,14,8
5178,17,22,11,13,8
5179,21,21,6,10,15
5180,12,14,12,18,23
5181,9,11,16,26,28
5182,7,11,16,33,32
5183,9,14,11,25,27
5184,12,18,8,19,22
5185,15,21,6,15,19
5186,24,27,3,9,11
5187,7,22,8,33,15
5188,7,21,8,32,18
5189,22,26,7,9,6
5190,21,24,9,10,6
5191,19,25,8,11,7
5192,21,20,2,6,5
5193,21,23,5,10,14
5194,18,18,8,12,17
5195,14,15,11,16,21
5196,10,11,15,22,26
5197,8,12,15,29,27
5198,12,19,8,19,20
5199,24,23,3,9,11
5200,24,22,3,8,8
5201,24,28,3,7,7
5202,7,21,8,30,16
5203,7,21,8,32,16
5204,9,27,6,24,14
5205,23,28,6,8,6
5206,21,28,6,9,6
5207,21,22,5,10,13
5208,20,21,6,11,16
5209,16,17,9,14,19
5210,12,13,13,19,23
5211,7,11,16,31,26
5212,9,14,12,24,23
5213,11,18,9,21,20
5214,13,21,7,17,17
5215,16,26,5,14,15
5216,24,28,2,7,7
5217,13,19,1,6,4
5218,22,26,2,6,6
5219,24,16,2,6,7
5220,20,22,6,11,15
5221,13,15,11,17,21
5222,10,11,16,23,25
5223,8,11,17,30,26
5224,9,14,13,24,21
5225,11,17,10,20,19
5226,14,22,7,16,16
5227,18,27,5,12,12
5228,24,25,2,7,7
5229,21,26,2,6,6
5230,19,31,6,10,6
5231,24,30,2,6,6
5232,24,21,3,8,9
5233,20,26,5,11,13
5234,9,13,14,25,22
5235,11,17,10,20,18
5236,13,20,8,17,16
5237,21,30,4,10,10
5238,24,31,2,8,8
5239,21,21,2,6,6
5240,24,30,5,7,4
5241,23,26,4,9,11
5242,21,29,4,10,12
5243,12,16,10,18,20
5244,10,13,13,23,23
5245,8,11,16,30,27
5246,10,15,11,23,22
5247,12,19,8,18,17
5248,18,27,5,12,13
5249,21,30,4,10,11
5250,24,32,3,8,9
5251,23,29,3,8,8
5252,22,32,2,7,6
5253,18,18,2,6,6
5254,16,15,2,5,5
5255,14,15,2,6,5
5256,20,30,4,7,4
5257,20,32,4,7,4
5258,21,25,5,10,13
5259,12,16,10,19,20
5260,9,13,13,24,23
5261,9,13,13,26,26
5262,11,16,10,21,21
5263,24,26,3,8,9
5264,23,31,3,8,7
5265,23,25,2,7,7
5266,21,30,2,7,6
5267,17,19,2,5,5
5268,23,22,2,7,7
5269,23,28,4,9,11
5270,10,13,14,23,24
5271,9,12,14,26,27
5272,10,15,11,22,23
5273,12,17,9,18,19
5274,23,27,4,9,10
5275,23,27,3,8,8
5276,23,30,3,8,7
5277,12,16,10,19,21
5278,10,14,12,22,24
5279,9,12,14,25,27
5280,9,11,17,26,27
5281,9,11,16,26,26
5282,9,11,15,25,27
5283,9,12,14,24,25
5284,11,15,10,20,23
5285,12,17,9,18,21
5286,14,21,7,16,18
5287,23,35,2,7,6
5288,20,25,5,11,14
5289,15,19,8,15,18
5290,13,16,9,17,21
5291,12,16,10,18,22
5292,11,14,11,20,24
5293,12,14,11,18,22
5294,12,14,11,19,22
5295,12,15,11,19,21
5296,12,16,10,18,21
5297,13,17,9,17,21
5298,14,18,8,16,20
5299,22,25,2,7,6
5300,18,17,2,6,5
5301,23,21,2,6,6
5302,21,27,4,10,13
5303,17,21,6,13,16
5304,16,22,6,14,18
5305,15,19,7,15,19
5306,15,20,7,15,20
5307,15,20,7,15,19
5308,15,18,8,15,19
5309,16,20,7,14,18
5310,24,24,4,9,11
5311,24,27,3,8,9
5312,24,22,4,9,12
5313,22,22,4,10,13
5314,20,25,4,11,15
5315,20,21,5,11,16
5316,19,23,5,12,16
5317,18,23,5,12,17
5318,20,24,5,11,15
5319,20,26,4,11,13
5320,22,28,3,10,12
5321,23,24,3,9,11
5322,11,19,2,6,5
5323,22,28,2,7,6
5324,24,13,2,7,8
5325,24,19,4,9,13
5326,22,23,4,10,13
5327,22,24,4,10,13
5328,24,24,4,9,12
5329,24,27,3,9,12
5330,24,23,3,9,10
5331,23,23,4,9,11
5332,23,22,4,9,11
5333,22,26,4,9,10
5334,22,27,4,9,10
5335,24,31,2,6,6
5336,23,28,2,6,6
5337,18,18,2,6,5
5338,23,21,2,7,6
5339,22,33,2,7,6
5340,13,15,2,6,5
5341,21,18,2,6,6
5342,23,27,2,6,6
5343,21,31,2,7,6
5344,22,22,2,6,6
5345,13,16,2,6,5
5346,20,20,2,6,6
5347,21,24,2,6,6
5348,23,29,2,6,6
5349,21,36,2,7,6
5350,21,29,2,7,6
5351,24,42,2,7,6
5352,23,40,2,7,6
5353,11,32,2,5,3
5354,15,23,1,6,4
5355,10,23,7,22,14
5356,11,24,7,21,14
5357,7,20,8,34,20
5358,7,22,7,32,19
5359,7,23,7,31,18
5360,8,22,7,29,18
5361,16,31,5,13,9
5362,13,29,1,5,3
5363,12,20,2,5,5
5364,14,24,9,16,9
5365,14,24,8,15,10
5366,8,17,1,5,3
5367,15,26,3,5,4
5368,24,31,5,7,5
5369,8,18,10,28,16
5370,7,17,11,31,18
5371,7,15,12,32,19
5372,8,17,11,30,18
5373,8,18,10,28,18
5374,11,31,2,5,3
5375,13,24,3,5,3
5376,8,20,10,27,13
5377,5,15,12,41,22
5378,5,14,12,49,27
5379,6,17,10,38,21
5380,14,27,3,6,3
5381,10,21,10,22,11
5382,6,16,12,39,18
5383,5,16,11,41,21
5384,9,22,8,25,13
5385,11,20,11,21,11
5386,7,16,13,31,15
5387,7,16,13,34,16
5388,7,16,12,34,17
5389,7,19,10,30,14
5390,22,33,5,8,4
5391,16,25,9,13,7
5392,14,26,8,15,8
5393,24,28,5,7,5
5394,12,31,2,5,4
5395,17,36,4,12,8
5396,18,37,4,11,7
5397,13,23,3,5,4
5398,9,20,9,25,14
5399,8,19,9,30,18
5400,6,17,10,35,19
5401,7,18,9,33,20
5402,9,24,7,26,15
5403,6,18,10,37,18
5404,5,15,11,48,23
5405,5,15,10,48,29
5406,5,18,9,41,24
5407,11,23,9,21,10
5408,5,14,12,48,24
5409,5,15,11,49,25
5410,5,16,10,47,26
5411,6,20,8,37,22
5412,15,30,6,14,9
5413,16,28,8,13,7
5414,11,23,9,20,10
5415,10,22,9,23,12
5416,8,20,9,27,15
5417,10,22,8,23,13
5418,9,11,2,5,5
5419,12,25,6,18,14
5420,8,22,7,30,19
5421,9,33,1,6,4
5422,8,23,7,27,15
5423,8,26,6,29,15
5424,17,25,8,12,8
5425,17,27,7,12,8
5426,18,25,8,12,8
5427,14,20,10,16,11
5428,14,22,9,15,10
5429,16,24,8,13,10
5430,17,26,7,12,9
5431,13,19,11,17,11
5432,11,17,12,21,14
5433,10,15,14,23,15
5434,9,15,14,24,16
5435,9,15,13,25,16
5436,10,17,12,23,15
5437,14,22,8,16,12
5438,8,14,14,29,19
5439,5,11,17,41,28
5440,6,12,14,35,25
5441,10,16,11,23,17
5442,9,16,13,24,15
5443,6,13,13,36,27
5444,12,21,9,19,13
5445,8,15,14,27,15
5446,5,11,14,46,33
5447,16,25,8,13,9
5448,21,30,5,8,6
5449,5,11,18,43,24
5450,5,13,13,41,27
5451,12,20,9,19,14
5452,10,17,14,23,12
5453,7,13,17,32,18
5454,6,11,19,40,21
5455,5,11,20,42,22
5456,5,11,17,44,25
5457,6,13,14,37,23
5458,9,17,11,26,16
5459,15,23,8,15,11
5460,20,32,1,5,4
5461,11,18,15,20,10
5462,11,17,15,21,11
5463,14,23,9,16,10
5464,18,23,10,12,7
5465,17,22,10,13,8
5466,17,21,11,13,8
5467,9,12,2,5,5
5468,12,21,1,6,4
5469,22,27,7,9,6
5470,21,41,1,5,4
5471,16,26,3,6,5
5472,23,40,2,7,5
5473,23,44,3,8,5
5474,21,34,4,8,6
5475,17,29,6,12,9
5476,14,25,7,15,11
5477,15,22,8,15,12
5478,15,24,7,15,12
5479,15,26,6,14,12
5480,16,27,6,13,11
5481,12,22,8,18,13
5482,9,16,10,26,22
5483,9,16,10,26,23
5484,8,16,10,28,23
5485,9,17,9,25,21
5486,13,25,6,17,14
5487,19,30,5,11,10
5488,8,18,9,28,21
5489,5,13,12,45,32
5490,5,16,9,45,35
5491,8,20,7,27,23
5492,15,29,5,15,13
5493,6,15,11,40,24
5494,6,18,8,36,29
5495,18,35,4,11,9
5496,7,17,10,31,20
5497,7,18,8,33,26
5498,23,34,4,7,6
5499,9,18,10,26,16
5500,7,14,12,33,23
5501,7,13,13,34,26
5502,6,13,13,36,28
5503,6,15,10,37,29
5504,8,17,9,30,23
5505,11,22,7,21,16
5506,22,34,4,9,8
5507,16,21,2,5,5
5508,16,24,8,13,9
5509,14,23,9,15,10
5510,13,22,8,17,12
5511,15,35,4,15,12
5512,17,37,4,13,9
5513,17,32,5,13,9
5514,8,25,6,28,17
5515,15,32,2,6,5
5516,9,30,5,26,15
5517,12,37,4,18,11
5518,17,38,4,13,9
5519,21,36,4,8,6
5520,15,25,2,5,5
5521,17,28,7,12,8
5522,14,21,10,15,10
5523,13,19,12,17,11
5524,17,24,9,13,8
5525,11,16,14,20,13
5526,10,15,15,22,15
5527,10,14,16,23,15
5528,10,14,16,23,16
5529,10,14,15,23,16
5530,11,16,14,21,14
5531,12,19,11,18,12
5532,22,38,4,8,6
5533,14,19,12,16,11
5534,9,14,16,24,15
5535,7,11,19,34,21
5536,6,11,19,35,24
5537,8,13,15,27,20
5538,11,17,11,20,15
5539,14,21,9,15,11
5540,20,27,7,10,7
5541,17,22,10,13,9
5542,11,15,15,21,14
5543,8,14,14,28,20
5544,12,20,10,18,12
5545,15,24,8,14,10
5546,23,31,5,8,7
5547,20,26,8,10,7
5548,8,13,17,27,17
5549,6,11,16,38,29
5550,8,13,18,28,15
5551,15,22,9,14,10
5552,12,41,4,18,8
5553,21,31,5,8,6
5554,22,26,7,9,7
5555,16,23,10,13,8
5556,11,16,16,21,12
5557,6,11,16,35,26
5558,13,18,11,17,13
5559,18,24,8,12,9
5560,22,33,4,7,6
5561,15,20,12,15,9
5562,11,15,18,21,12
5563,15,21,10,14,10
5564,21,24,9,10,7
5565,17,20,12,13,9
5566,13,17,16,17,10
5567,11,14,19,21,12
5568,10,13,21,23,13
5569,9,12,21,25,14
5570,9,13,20,25,14
5571,9,14,18,24,14
5572,10,16,14,22,13
5573,13,20,10,17,11
5574,15,25,3,5,3
5575,16,27,3,5,4
5576,21,28,6,9,7
5577,20,25,8,10,7
5578,18,22,10,12,8
5579,17,19,12,13,9
5580,16,19,13,14,9
5581,15,18,14,15,10
5582,15,19,12,15,10
5583,20,32,4,7,5
5584,23,29,6,8,6
5585,21,26,8,10,7
5586,19,23,9,11,8
5587,19,25,8,11,8
5588,21,29,6,9,7
5589,22,29,6,9,7
5590,22,32,4,7,6
5591,14,22,3,5,4
5592,15,38,4,15,9
5593,14,36,4,16,10
5594,10,30,5,23,13
5595,15,22,2,5,5
5596,13,27,2,6,5
5597,12,17,2,6,5
5598,20,28,4,7,4
5599,22,31,5,8,4
5600,19,35,3,6,4
5601,23,38,4,8,5
5602,16,27,3,6,4
5603,12,36,1,6,3
5604,20,30,6,10,6
5605,8,21,10,27,12
5606,6,17,11,36,16
5607,6,16,12,40,18
5608,5,15,12,41,19
5609,6,17,11,38,18
5610,22,28,5,8,5
5611,7,20,10,32,13
5612,5,16,12,43,18
5613,5,15,12,49,21
5614,5,16,11,43,19
5615,8,20,9,28,14
5616,11,24,3,6,4
5617,23,26,6,8,5
5618,20,27,7,10,6
5619,24,33,4,7,5
5620,10,22,10,23,10
5621,7,19,11,31,13
5622,6,17,12,35,15
5623,6,16,13,36,17
5624,6,16,12,38,17
5625,21,28,8,10,5
5626,18,25,9,12,6
5627,17,22,11,13,7
5628,19,26,8,11,6
5629,20,29,7,10,5
5630,22,28,5,8,4
5631,14,26,9,15,7
5632,12,23,11,18,8
5633,12,22,11,19,9
5634,11,22,10,20,10
5635,20,24,8,10,6
5636,16,23,12,14,6
5637,14,20,14,16,7
5638,13,18,16,17,8
5639,12,19,16,18,8
5640,12,18,15,18,9
5641,12,20,14,18,8
5642,14,21,13,16,8
5643,24,27,4,6,4
5644,22,26,6,9,5
5645,19,23,9,11,6
5646,13,19,15,17,8
5647,10,16,18,22,10
5648,8,14,21,27,12
5649,8,14,21,29,12
5650,8,14,20,29,12
5651,8,15,19,28,12
5652,9,16,17,24,11
5653,11,19,15,20,9
5654,14,21,12,16,8
5655,20,24,4,6,4
5656,24,25,5,7,4
5657,23,25,6,8,5
5658,24,27,6,8,5
5659,23,27,6,8,5
5660,21,24,8,10,6
5661,8,15,19,27,12
5662,6,11,24,40,18
5663,5,11,21,44,21
5664,7,13,17,32,16
5665,11,18,14,21,10
5666,22,29,4,7,5
5667,21,31,5,8,5
5668,23,27,5,7,5
5669,24,28,6,8,5
5670,17,20,13,13,7
5671,11,17,18,20,9
5672,5,11,24,42,18
5673,8,15,16,29,14
5674,21,26,4,6,4
5675,22,22,9,10,6
5676,16,20,13,14,7
5677,7,13,18,33,16
5678,12,21,12,18,9
5679,23,23,8,9,5
5680,19,19,13,12,6
5681,11,18,18,20,8
5682,6,12,25,38,14
5683,7,14,17,31,14
5684,22,29,5,8,5
5685,22,24,7,9,5
5686,22,19,11,10,5
5687,16,18,15,14,7
5688,10,15,20,23,10
5689,7,13,25,34,13
5690,6,12,20,37,16
5691,10,17,15,22,11
5692,15,22,11,14,8
5693,24,23,6,8,5
5694,23,18,8,9,5
5695,20,18,12,11,6
5696,16,20,15,14,6
5697,12,17,19,19,8
5698,10,16,22,22,9
5699,10,14,24,24,10
5700,9,14,24,25,10
5701,9,14,23,26,11
5702,9,16,21,24,10
5703,11,17,16,21,10
5704,24,24,5,7,4
5705,24,17,7,8,4
5706,22,18,11,10,5
5707,19,18,13,12,6
5708,16,18,16,14,6
5709,16,17,17,14,7
5710,14,17,18,16,7
5711,15,18,17,15,7
5712,15,19,15,15,7
5713,16,21,13,14,7
5714,18,24,10,12,6
5715,21,21,5,7,4
5716,24,23,6,8,4
5717,23,19,8,9,5
5718,23,20,9,9,6
5719,22,19,10,10,6
5720,20,18,11,11,6
5721,20,17,12,11,6
5722,20,19,12,11,6
5723,20,21,11,11,6
5724,19,22,10,11,6
5725,23,24,6,8,5
5726,23,22,8,9,6
5727,23,21,8,9,5
5728,23,22,8,9,5
5729,24,26,5,7,5
5730,23,29,4,6,5
5731,22,29,4,6,5
5732,21,30,4,7,4
5733,12,26,3,6,4
5734,15,44,1,6,3
5735,18,35,4,11,8
5736,22,41,3,6,3
5737,22,32,3,5,3
5738,15,39,5,14,6
5739,11,32,6,20,8
5740,10,32,6,23,9
5741,9,28,7,24,9
5742,19,40,5,11,5
5743,13,34,6,17,7
5744,12,32,6,19,8
5745,22,44,4,8,4
5746,16,37,4,13,8
5747,14,26,3,5,3
5748,24,35,3,5,3
5749,20,32,3,6,3
5750,22,33,3,6,3
5751,24,32,3,5,3
5752,23,32,3,5,3
5753,14,25,6,16,13
5754,21,36,4,10,8
5755,14,37,4,16,9
5756,7,21,7,32,22
5757,7,19,8,34,25
5758,7,19,8,33,25
5759,9,22,7,25,18
5760,5,19,8,43,27
5761,5,17,9,46,30
5762,5,18,8,46,31
5763,5,18,8,43,31
5764,6,21,7,37,24
5765,19,36,4,11,9
5766,8,20,8,29,18
5767,7,18,9,34,22
5768,6,19,8,36,24
5769,18,38,1,5,3
5770,18,40,4,11,6
5771,20,30,1,5,4
5772,7,21,7,32,21
5773,7,21,7,31,21
5774,8,22,7,29,19
5775,6,22,7,36,21
5776,12,25,7,18,11
5777,9,21,8,25,15
5778,13,18,2,6,4
5779,12,27,6,19,13
5780,5,16,10,43,23
5781,5,16,10,43,24
5782,6,18,9,40,22
5783,7,12,1,4,3
5784,10,24,8,23,11
5785,7,20,9,32,16
5786,6,19,9,40,20
5787,24,32,4,6,5
5788,9,22,8,24,13
5789,18,25,3,5,5
5790,8,19,10,29,14
5791,7,20,9,30,15
5792,8,22,8,28,14
5793,8,22,9,29,12
5794,6,18,10,37,16
5795,6,17,11,39,17
5796,6,20,9,37,16
5797,8,20,10,29,13
5798,7,19,10,32,14
5799,23,29,4,7,4
5800,14,33,1,5,3
5801,14,32,1,6,3
5802,19,24,2,5,5
5803,19,25,2,5,5
5804,17,25,1,6,4
5805,18,26,1,6,4
5806,8,17,11,27,16
5807,9,18,11,25,15
5808,9,19,10,24,14
5809,11,21,9,21,13
5810,24,35,3,6,5
5811,12,24,9,19,9
5812,5,13,14,46,24
5813,5,12,15,49,28
5814,5,12,14,49,27
5815,5,14,12,46,25
5816,6,16,10,39,23
5817,8,21,8,27,16
5818,19,23,2,5,5
5819,20,31,5,10,8
5820,10,24,9,22,10
5821,6,15,13,39,19
5822,18,22,2,5,4
5823,20,20,2,5,5
5824,19,28,6,11,9
5825,15,25,7,14,10
5826,23,42,3,8,7
5827,24,34,3,6,5
5828,14,25,9,16,8
5829,8,20,11,28,12
5830,6,15,13,38,18
5831,5,13,14,43,21
5832,5,13,14,46,23
5833,5,14,13,45,23
5834,17,24,7,13,11
5835,17,28,6,13,10
5836,18,28,6,12,9
5837,11,21,12,20,9
5838,11,19,12,21,11
5839,18,46,2,6,4
5840,17,23,8,13,11
5841,14,19,10,16,13
5842,12,18,11,18,14
5843,11,17,12,20,15
5844,11,16,12,20,16
5845,12,17,11,19,15
5846,13,20,9,17,14
5847,15,24,7,14,11
5848,19,28,8,11,5
5849,18,26,9,12,6
5850,22,28,6,9,8
5851,19,25,7,11,10
5852,10,15,13,22,18
5853,8,12,16,27,21
5854,8,11,17,29,24
5855,8,12,16,28,23
5856,11,17,11,20,16
5857,13,22,8,17,13
5858,20,25,7,10,9
5859,15,19,10,15,13
5860,8,13,14,27,21
5861,8,13,14,30,24
5862,20,30,4,7,5
5863,22,30,4,7,5
5864,22,31,4,7,6
5865,19,23,8,11,10
5866,12,16,12,18,15
5867,9,14,12,25,21
5868,12,20,9,18,14
5869,24,30,5,8,8
5870,19,21,9,11,10
5871,11,15,14,21,16
5872,8,13,13,30,23
5873,20,23,8,10,9
5874,12,16,13,18,15
5875,8,13,14,28,23
5876,13,19,10,17,13
5877,17,21,2,5,5
5878,19,33,2,5,5
5879,24,29,5,7,7
5880,22,25,7,9,8
5881,17,19,11,13,11
5882,8,12,18,29,18
5883,10,14,13,23,19
5884,22,24,8,9,8
5885,16,19,12,14,10
5886,10,14,17,22,15
5887,13,19,10,17,14
5888,16,26,7,13,10
5889,23,36,1,5,4
5890,18,21,10,12,9
5891,16,18,13,14,11
5892,13,15,15,17,13
5893,12,14,17,19,14
5894,11,14,17,21,15
5895,11,14,16,21,15
5896,11,15,14,21,15
5897,12,18,11,19,13
5898,9,26,6,26,16
5899,9,32,5,24,12
5900,23,34,2,7,5
5901,24,41,2,7,5
5902,21,24,8,10,9
5903,18,23,9,12,9
5904,18,21,10,12,10
5905,17,21,10,13,10
5906,16,21,10,14,10
5907,16,22,9,14,10
5908,8,23,7,30,16
5909,7,24,7,32,16
5910,20,27,7,10,8
5911,21,29,3,6,6
5912,22,34,4,8,7
5913,23,36,4,8,7
5914,24,35,3,6,6
5915,19,38,3,7,5
5916,19,27,3,6,5
5917,22,36,3,7,5
5918,20,28,2,5,5
5919,21,35,4,9,8
5920,19,22,2,5,5
5921,22,40,3,8,7
5922,8,19,8,30,24
5923,8,20,7,28,23
5924,14,29,5,16,13
5925,23,41,3,7,6
5926,5,15,2,5,4
5927,7,22,7,33,21
5928,5,19,8,42,27
5929,5,16,9,46,32
5930,5,18,8,46,29
5931,5,18,8,43,29
5932,6,21,7,35,24
5933,7,19,8,32,21
5934,6,19,8,36,23
5935,7,24,6,30,20
5936,13,25,7,17,11
5937,11,29,2,5,4
5938,23,46,2,8,6
5939,10,44,1,5,3
5940,15,46,1,6,3
5941,14,25,3,5,4
5942,8,24,8,27,11
5943,8,23,8,28,13
5944,8,24,8,29,12
5945,9,26,7,26,11
5946,12,31,6,18,9
5947,13,31,6,16,8
5948,11,13,2,4,4
5949,19,33,6,10,5
5950,19,23,4,6,4
5951,21,27,4,7,4
5952,15,23,2,5,5
5953,20,46,1,5,3
5954,13,24,7,17,12
5955,13,24,7,17,13
5956,11,22,8,20,14
5957,8,16,10,27,22
5958,7,14,11,31,27
5959,6,14,11,35,28
5960,6,16,10,36,27
5961,7,17,9,32,24
5962,11,22,7,20,16
5963,20,44,1,6,4
5964,12,26,6,18,14
5965,18,36,1,5,3
5966,7,17,11,33,18
5967,6,18,8,39,30
5968,6,14,12,36,23
5969,5,13,13,48,31
5970,5,15,10,45,32
5971,7,19,8,31,21
5972,11,19,10,20,13
5973,10,17,11,23,16
5974,10,18,10,23,15
5975,9,19,9,24,16
5976,10,21,8,22,15
5977,21,45,2,6,5
5978,22,42,2,7,6
5979,24,40,3,6,5
5980,21,37,3,9,7
5981,7,23,7,30,16
5982,5,18,2,5,3
5983,8,14,13,28,20
5984,8,13,13,29,23
5985,7,13,14,32,23
5986,8,14,13,29,20
5987,9,16,12,26,17
5988,20,38,3,10,8
5989,11,17,11,21,15
5990,5,12,14,41,28
5991,6,12,14,39,27
5992,7,17,12,31,15
5993,8,15,12,30,20
5994,5,12,16,47,24
5995,8,15,11,28,21
5996,7,14,14,33,19
5997,6,11,17,38,25
5998,5,11,15,44,29
5999,6,13,13,36,24
6000,11,19,10,21,14
6001,15,23,11,15,8
6002,13,21,10,17,10
6003,21,28,8,10,6
6004,16,33,5,13,9
6005,9,22,7,26,18
6006,8,22,7,27,18
6007,6,19,8,39,23
6008,5,19,8,41,24
6009,9,28,5,25,18
6010,14,34,4,15,11
6011,7,19,8,33,21
6012,14,28,6,16,11
6013,9,21,9,24,13
6014,8,21,9,27,13
6015,6,18,10,38,17
6016,17,23,10,13,8
6017,9,24,8,25,11
6018,6,17,11,35,16
6019,6,18,10,36,16
6020,19,24,9,11,7
6021,16,21,11,14,9
6022,10,16,16,22,12
6023,10,16,15,22,12
6024,11,18,13,20,11
6025,13,20,11,17,10
6026,15,25,9,14,8
6027,12,23,10,19,9
6028,10,16,15,22,13
6029,7,12,18,34,20
6030,8,15,14,28,16
6031,12,20,13,18,9
6032,6,11,19,37,22
6033,23,24,5,7,5
6034,24,24,6,8,5
6035,24,29,6,8,6
6036,11,18,14,20,10
6037,7,13,14,33,21
6038,20,25,4,6,4
6039,22,28,4,7,4
6040,24,30,4,6,5
6041,6,12,20,39,18
6042,24,25,5,7,5
6043,10,16,16,22,11
6044,6,11,22,37,18
6045,10,16,13,23,14
6046,18,22,11,12,7
6047,13,18,15,17,9
6048,11,15,19,21,11
6049,9,14,21,25,12
6050,9,13,22,26,13
6051,8,13,21,27,13
6052,9,14,18,26,13
6053,19,27,8,11,7
6054,21,22,10,10,7
6055,18,20,13,12,7
6056,17,19,14,13,7
6057,16,18,15,14,8
6058,15,19,14,15,8
6059,23,27,4,6,5
6060,22,22,8,9,6
6061,23,22,9,9,6
6062,21,23,9,10,6
6063,21,25,9,10,6
6064,19,45,3,10,7
6065,23,26,6,8,6
6066,24,29,4,6,5
6067,12,18,1,4,4
6068,21,39,1,5,4
6069,9,29,5,26,15
6070,9,35,4,24,15
6071,11,34,4,21,14
6072,20,34,1,6,4
6073,19,28,2,5,5
6074,15,24,9,14,9
6075,17,25,8,13,9
6076,21,40,3,9,6
6077,12,18,13,19,11
6078,10,15,16,23,13
6079,10,15,16,23,14
6080,10,15,15,22,14
6081,11,17,13,20,13
6082,20,27,2,5,5
6083,12,17,14,19,11
6084,9,15,17,24,13
6085,8,12,20,30,16
6086,7,12,18,31,19
6087,9,14,16,26,16
6088,11,17,13,21,13
6089,13,18,13,17,10
6090,7,12,16,31,21
6091,16,22,11,14,8
6092,7,12,21,32,16
6093,8,14,14,27,17
6094,12,20,10,19,12
6095,22,33,3,5,4
6096,7,11,23,34,16
6097,8,14,14,30,20
6098,11,19,11,20,12
6099,8,13,21,29,14
6100,8,13,15,28,19
6101,7,22,7,30,18
6102,11,17,17,20,10
6103,7,11,24,34,17
6104,10,16,13,22,15
6105,16,23,9,14,10
6106,7,23,7,31,16
6107,7,23,7,34,18
6108,15,20,13,15,8
6109,11,16,18,20,10
6110,8,13,23,27,13
6111,6,11,27,35,16
6112,6,12,19,36,19
6113,9,15,14,26,16
6114,19,23,10,11,7
6115,14,17,16,16,9
6116,13,16,18,18,10
6117,11,14,21,20,11
6118,11,15,20,21,11
6119,10,15,19,22,12
6120,11,15,17,20,12
6121,12,17,14,19,12
6122,14,42,1,6,3
6123,19,25,9,11,7
6124,17,20,12,13,8
6125,17,19,14,13,8
6126,17,20,13,13,8
6127,17,19,13,13,8
6128,23,25,8,9,7
6129,22,24,8,9,7
6130,22,27,7,9,7
6131,24,30,6,8,6
6132,23,30,6,8,6
6133,22,28,6,8,6
6134,21,42,1,6,4
6135,16,45,3,13,9
6136,22,46,1,6,4
6137,10,17,1,4,3
6138,8,25,1,5,4
6139,24,35,3,7,6
6140,11,37,4,21,12
6141,21,31,1,5,4
6142,10,22,1,5,3
6143,8,20,9,27,14
6144,6,15,12,39,20
6145,5,14,13,45,24
6146,5,14,13,47,24
6147,6,16,11,37,19
6148,9,20,9,26,14
6149,15,29,7,15,8
6150,5,14,13,46,21
6151,5,15,12,49,22
6152,8,18,11,29,14
6153,6,14,14,39,19
6154,6,15,13,40,19
6155,8,19,10,27,15
6156,17,27,8,13,7
6157,13,23,10,17,9
6158,12,22,11,18,9
6159,15,25,8,15,9
6160,12,25,6,19,14
6161,23,29,7,9,5
6162,15,28,6,15,10
6163,22,45,3,9,7
6164,9,30,5,26,14
6165,24,42,3,8,6
6166,21,33,2,7,5
6167,21,37,3,6,3
6168,12,17,1,4,4
6169,14,38,4,16,10
6170,10,28,5,23,16
6171,8,14,1,4,3
6172,7,28,1,4,3
